,ID,Urgency,Area,Titel,Event,Datum,Plz
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Sprakebüll,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Hövede,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Sollwitt,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Sönnebüll,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Hennstedt,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Seeth,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Schwesing,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Schwabstedt,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Glüsing und 466 weitere.,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Aichen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,86479
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Schöngeising,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,82296
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Großaitingen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,86845
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Waltenhausen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Gemeinde Türkenfeld,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Hiltenfingen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,86856
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Gemeinde Moorenweis,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Kammlach,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,87754
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Bichl,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,83673
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Osterzell,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Pforzen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,87666
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Benediktbeuern,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,83671
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Altenstadt,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,86972
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Gemeinde Pfronten,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Oberrieden,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,87769
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Stadt Bad Tölz,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Gemeinde Mauerstetten,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Gemeinde Weiler-Simmerberg,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Gemeinde Nesselwang,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
6,dwdmap.2.49.0.0.276.0.DWD.PVW.1701516660000.e37d7d47-b982-4983-9da0-3ac250a62a2c.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Niederrieden und 331 weitere.,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. In Tal- und Muldenlagen sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 11:31:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Gutach (Schwarzwaldbahn),Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Gutach im Breisgau,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,79297
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Denzlingen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Stadt Elzach,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Biederbach,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Badenweiler,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Stadt Hornberg,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Au,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Hofstetten,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Stadt Hausach,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Hinterzarten,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Heuweiler,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Stadt Heitersheim,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Gundelfingen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,79194
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Glottertal,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Lenzkirch,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Stadt Löffingen,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Kirchzarten,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Horben,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
7,dwdmap.2.49.0.0.276.0.DWD.PVW.1701518460000.808598c4-833c-4f92-924a-db67b3716e5f.MUL,Immediate,Gemeinde Buchenbach und 462 weitere.,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost bis -12 °C auf. Vor allem bei Aufklaren über Schnee sinken die Temperaturen auf Werte um -15 °C.,STRENGER FROST,2023-12-02 12:01:00,
0,mow.DE-BY-BT-W082-20231130-000,Immediate,Mistelbach,"Abkochanordnung für Trinkwasser für die Gemeinde Mistelbach - Mistelbach: Für das Gemeindegebiet Mistelbach einschließlich aller Gemeindeteile gilt ab sofort und bis auf Weiteres ein Abkochgebot.<br/>Das Wasser muss mindestens einmal sprudelnd aufkochen und dann langsam über mindestens zehn Minuten abgekühlt werden. Das Abkochgebot gilt nicht für die Wasserverwendung zur Körperpflege (z. B. Duschen, Baden), zum Reinigen von Bedarfsgegenständen (z. B. Geschirr), zur Reinigung von Wäsche und für die Toilettenspülung.",Gefahreninformation,2023-11-30 17:00:10,95511
1,mow.DE-BW-RT-SE050-20231201-50-000,Immediate,Landkreis Sigmaringen,Gefahr durch Schneebruch in Wäldern - Landkreis Sigmaringen: Gefahr durch Schneebruch in Wäldern durch anhaltenden Schneefall.,Gefahreninformation,2023-12-01 15:53:42,
2,mow.DE-BW-BC-W124-20231201-000,Immediate,Landkreis Biberach,"Gefahr durch Schneebruch,umgestürzte Bäume, - Landkreis Biberach: Gefahr durch Schneebruch und umgestürzte Bäume,",Gefahreninformation,2023-12-01 17:38:43,
3,mow.DE-BY-LA-W144-20231202-000,Immediate,Landkreis Landshut,"Durch Schneefall bedingte Einschränkungen in öffentlichen Bereichen - Landkreis Landshut: Durch heftigen Schneefall der vergangenen 24 Stunden sowie den noch zu erwartenden Schneefall kommt es teils zu großen Einschränkungen im öffentlichen Raum um den Landkreis Landshut.<br/>Der ÖPNV kann in großen Teilen aufgrund der Witterung über das Wochenende eingeschränkt sein oder gar ausfallen.<br/>Bitte meiden Sie den Straßenverkehr nach Möglichkeit bestmöglich!<br/>Bitte berücksichtigen Sie auch die Traglast Ihrer Dächer in Bezug auf Schneemassen und lassen Sie beim räumen äußerste Vorsicht walten.<br/>Lokal kann es zu kurzweiligen Stromausfällen kommen, welche jedoch in der Regel auf kurze Zeit bereits von den Energieversorgern instand gesetzt werden.",Gefahreninformation,2023-12-02 05:39:22,
4,mow.DE-BY-M-W231-20231202-000,Immediate,Stadtgebiet München,"Schneelage München - Stadtgebiet München: Die Feuerwehr rät am heutigen Samstag auf unnötige Fahrten und Besorgungen zu verzichten.Auch die Polizei München bittet darum , wenn Fahrten unbedingt nötig sind , die Fahrweise der Witterung anuzupassen. Zudem kann es zu längeren Wartezeiten bei Unfällen bei der Polizei kommen.<br/>Der Großteil des öffentilichen Nahverkehrs ist in und um München eingestellt. Zudem sind die Räumdienste unermüdliche beschäftigt, die Schneemassen zu beseitigen. Dies wird aber noch Zeit in Anspruch nehmen. Achten sie auf herabfallende Gegenstände und Schneemassen, vor allem im Bereich von Gebäuden und Bäumen. Insbesondere vor dem Betreten von Grünanlagen und Wäldern sollten sie dringend in den nächsten Tagen Abstand nehmen.",Gefahreninformation,2023-12-02 08:47:33,
5,mow.DE-TH-UH-W116-20231202-001,Immediate,Unstrut-Hainich-Kreis,"Entwarnung: Funktionsprobe der Sirenen und Meldeempfänger im Unstrut-Hainich-Kreis - Unstrut-Hainich-Kreis: Dies ist die Entwarnung zur Warnung ""Funktionsprobe der Sirenen und Meldeempfänger im Unstrut-Hainich-Kreis - Unstrut-Hainich-Kreis"" vom 02.12.2023 10:35:11 gesendet durch LS Unstrut-Hainich-Kreis vS/E (DEU, TH, Mühlhausen). Die Warnung ist aufgehoben.<br/><br/>Funktionsprobe der Sirenen und Meldeempfänger im Unstrut-Hainich-Kreis<br/>im Zeitraum von 11:00 - 11:20",Gefahreninformation,2023-12-02 10:13:06,
6,mow.DE-BY-R-SE084-20231202-84-000,Immediate,Landkreis Deggendorf,"DEG_005_Schneefall - Landkreis Deggendorf: ""Es folgt eine wichtige Information des Landratsamtes Deggendorf<br/><br/>Im gesamten Landkreis Deggendorf kann es aufgrund extremen Schneefalls zur Beeinträchtigung von Straßen kommen. Straßen können stellenweise unpassierbar sein. Unter anderem können Bäume unter der Schneelast zusammenbrechen. Vermeiden Sie alle Autofahrten, Fahren Sie nur mit Winterausrüstung, Waldspaziergänge sollten unterbleiben.<br/><br/> Schalten Sie Rundfunk und Fernsehen an. Informieren Sie sich über alle verfügbaren Medien.<br/> Informieren Sie auch vorsorglich ihre Nachbarn.<br/><br/><br/>Bitte folgen Sie im Bereich Landkreis Deggendorf den Anweisungen der<br/>Rettungskräfte. Halten Sie die Notrufnummern von Feuerwehr und Polizei für Notrufe frei.",Gefahreninformation,2023-12-02 10:15:26,
7,mow.DE-BY-M-W168-20231202-000,Immediate,Landkreis München,"Schneelage Großraum München - Landkreis München: Wegen des andauernden Schneefalles kommt es zu massiven Verkehrsbehinderungen im Großraum München.<br/>Das Landratsamt München rät daher dringend dazu auf nicht unbedingt notwendige Fahrten mit dem Auto zu verzichten.<br/><br/>Stellenweise kommt es zu extremer Glätte. Bitte fahren Sie äußerst vorsichtig!<br/>Achten Sie auf umstürzende Bäume oder herabfallende Gegenstände und Schneemassen.<br/>Bitte sehen Sie auch in den nächsten Tagen davor ab, Wälder und Grünanlagen mit Bäumen zu betreten.<br/>Der Zugverkehr ist weitgehend eingestellt.",Gefahreninformation,2023-12-02 10:27:24,
8,mow.DE-BY-IN-W139-20231202-000,Immediate,Stadt Ingolstadt,"Schneebruchgefahr - Stadt Ingolstadt: Dringende Warnung vor Schneebruchgefahr in Ingolstadt!<br/>Durch den sehr nassen und damit schweren Schnee stürzen Bäume um und große Äste fallen zu Boden. Es besteht akute Verletzungsgefahr! Die Feuerwehr Ingolstadt ist seit heute Nacht im Dauereinsatz.<br/>Die Bevölkerung wird dringend aufgefordert, den Aufenthalt unter Bäumen zu meiden!<br/>Friedhofsbesuche und der Besuch von Grünanlagen müssen aufgrund der aktuellen Gefahr von Schneebruch unterlassen werden.<br/>Die dringende Warnung gilt insbesondere für das komplette Glacis, den Luitpoldpark und den Bereich Künettegraben, Baggersee und weitere…<br/>Die drei großen Ingolstädter Friedhöfe werden bis auf Weiteres geschlossen.",Gefahreninformation,2023-12-02 10:28:03,
9,mow.DE-BW-RA-W025-20231202-001,Immediate,Loffenau,"Entwarnung: Sirenen-Probealarm - Loffenau: Dies ist die Entwarnung zur Warnung ""Sirenen-Probealarm - Loffenau"" vom 02.12.2023 12:01:40 gesendet durch LS Mittelbaden vS/E, Kreis (DEU, BW, Rastatt). Die Warnung ist aufgehoben.<br/><br/>Die Integrierte Leitstelle Mittelbaden informiert im Auftrag der Gemeinde Loffrnau<br/>DieGemeine lLffenau erprobt heute von 12] Uhr bis 12:05 Uhr die Sirenen. Eine Gefahr für die Bevölkerung besteht nicht.",Gefahreninformation,2023-12-02 11:05:23,76597
10,mow.DE-NW-GL-SE063-20231202-63-002,Immediate,Rheinisch-Bergischer Kreis,"Entwarnung: Kreisweiter Warntag 2023- Probewarnung  - Rheinisch-Bergischer Kreis: Dies ist die Entwarnung zur Warnung ""Kreisweiter Warntag 2023- Probewarnung  - Rheinisch-Bergischer Kreis"" vom 02.12.2023 12:06:17 gesendet durch LS Rheinisch-Bergischer Kreis (DEU, NW, Bergisch Gladbach). Die Warnung ist aufgehoben.<br/><br/>Im Rheinisch-Bergischen Kreis findet heute der kreisweite Warntag 2023 mit einer Probewarnung statt. Es besteht keine Gefahr für die Bevölkerung.",Gefahreninformation,2023-12-02 11:12:41,
11,mow.DE-NW-LEV-SE046-20231202-46-001,Immediate,Leverkusen,"Entwarnung: Sirenen-Probealarm in Leverkusen - Leverkusen: Dies ist die Entwarnung zur Warnung ""Sirenen-Probealarm in Leverkusen - Leverkusen"" vom 02.12.2023 12:02:41 gesendet durch LS Leverkusen, krsfr. Stadt (DEU, NW). Die Warnung ist aufgehoben.<br/><br/>In Leverkusen und angrenzenden Kommunen findet heute, am 02.12.2023, zwischen 12:00 Uhr und 12:15 Uhr, ein regionaler Sirenen-Probealarm statt.<br/>Es besteht keine Gefahr.<br/>Wählen Sie nur in Notfällen den Notruf 112 (Feuerwehr).",Gefahreninformation,2023-12-02 11:13:54,51377
12,mow.DE-NW-K-SE031-20231202-31-001,Immediate,Stadtgebiet Köln,"Entwarnung: Probealarm - Stadtgebiet Köln: Dies ist die Entwarnung zur Warnung ""Probealarm - Stadtgebiet Köln"" vom 02.12.2023 11:55:51 gesendet durch LS Köln, Land NW Red. 1 (DEU, NW). Die Warnung ist aufgehoben.<br/><br/>Die Feuerwehr Köln informiert: Heute um 12:00Uhr wird ein Test der Warnsirenen im Stadtgebiet Köln erfolgen. Es wird zunächst einen langen Warnton geben, gefolgt von an- und abschwellenden Tönen und einem abschließenden langen Warnton! Eine weitere Meldung erfolgt nicht.",Gefahreninformation,2023-12-02 11:15:05,
